Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2016,Đãsửdụng,100-175cc,SHMode,12,Tayga,46.000.000đ
Honda,2012,Đãsửdụng,100-175cc,Vision,1,Tayga,13.800.000đ
Honda,2022,Đãsửdụng,100-175cc,WinnerX,3000,Taycôn/Moto,25.000.000đ
Honda,2011,Đãsửdụng,100-175cc,AirBlade,355244,Tayga,14.700.000đ
Honda,2013,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,13.000.000đ
Honda,2017,Đãsửdụng,Null,Cub,20000,Xesố,8.800.000đ
Honda,2018,Đãsửdụng,100-175cc,Vario,13,Tayga,57.500.000đ
Honda,2017,Đãsửdụng,100-175cc,Sonic,21000,Taycôn/Moto,48.000.000đ
Honda,1981,Đãsửdụng,Null,67,30000,Xesố,19.800.000đ
Honda,2019,Đãsửdụng,100-175cc,AirBlade,38000,Tayga,97.979.000đ
Yamaha,2019,Đãsửdụng,100-175cc,Janus,9000,Tayga,22.300.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2016,Đãsửdụng,100-175cc,SHMode,12,Tayga,46.000.000đ
Honda,2012,Đãsửdụng,100-175cc,Vision,1,Tayga,13.800.000đ
Honda,2022,Đãsửdụng,100-175cc,WinnerX,3000,Taycôn/Moto,25.000.000đ
Honda,2011,Đãsửdụng,100-175cc,AirBlade,355244,Tayga,14.700.000đ
Honda,2013,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,13.000.000đ
Honda,2017,Đãsửdụng,Null,Cub,20000,Xesố,8.800.000đ
Honda,2011,Đãsửdụng,Null,SH,17890,Tayga,89.000.000đ
Piaggio,2013,Đãsửdụng,100-175cc,Liberty,100000,Tayga,14.500.000đ
Hãngkhác,2011,Đãsửdụng,50-100cc,Dòngkhác,55,Xesố,4.500.000đ
Honda,2008,Đãsửdụng,100-175cc,Dream,20000,Xesố,3.000.000đ
Honda,2017,Đãsửdụng,100-175cc,Future,29000,Xesố,26.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2016,Đãsửdụng,100-175cc,SHMode,12,Tayga,46.000.000đ
Honda,2012,Đãsửdụng,100-175cc,Vision,1,Tayga,13.800.000đ
Honda,2022,Đãsửdụng,100-175cc,WinnerX,3000,Taycôn/Moto,25.000.000đ
Honda,2011,Đãsửdụng,100-175cc,AirBlade,355244,Tayga,14.700.000đ
Honda,2013,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,13.000.000đ
Honda,2017,Đãsửdụng,Null,Cub,20000,Xesố,8.800.000đ
Piaggio,2015,Đãsửdụng,100-175cc,Liberty,12000,Tayga,9.600.000đ
Piaggio,2015,Đãsửdụng,100-175cc,Vespa,16000,Tayga,8.800.000đ
Piaggio,2016,Đãsửdụng,100-175cc,Vespa,12000,Tayga,8.600.000đ
Honda,2021,Đãsửdụng,100-175cc,SH,3000,Tayga,68.686.268đ
Honda,2022,Đãsửdụng,100-175cc,Wave,1000,Xesố,19.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2016,Đãsửdụng,100-175cc,SHMode,12,Tayga,46.000.000đ
Honda,2012,Đãsửdụng,100-175cc,Vision,1,Tayga,13.800.000đ
Honda,2022,Đãsửdụng,100-175cc,WinnerX,3000,Taycôn/Moto,25.000.000đ
Honda,2011,Đãsửdụng,100-175cc,AirBlade,355244,Tayga,14.700.000đ
Honda,2013,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,13.000.000đ
Honda,2017,Đãsửdụng,Null,Cub,20000,Xesố,8.800.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,700000,Tayga,40.500.000đ
Honda,2015,Đãsửdụng,100-175cc,AirBlade,50000,Tayga,25.000.000đ
Honda,2022,Đãsửdụng,100-175cc,SH,1200,Tayga,90.000.000đ
Kawasaki,2011,Đãsửdụng,Dưới50cc,Max,6558,Xesố,3.499.000đ
Yamaha,2010,Đãsửdụng,Null,Exciter,24000,Taycôn/Moto,65.000.000đ
Piaggio,2019,Đãsửdụng,Trên175cc,GTS,9000,Tayga,119.000.000đ
Honda,2015,Đãsửdụng,100-175cc,SH,21000,Tayga,52.000.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,12345,Xesố,8.900.000đ
Honda,2010,Đãsửdụng,100-175cc,Dream,56789,Xesố,4.000.000đ
Yamaha,2017,Đãsửdụng,100-175cc,Exciter,9000,Taycôn/Moto,47.000.000đ
Hãngkhác,1999,Đãsửdụng,50-100cc,Dòngkhác,12000,Xesố,11.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,1999,Đãsửdụng,100-175cc,Dream,25,Xesố,25.000.000đ
Piaggio,2014,Đãsửdụng,50-100cc,Vespa,10000,Tayga,23.500.000đ
Yamaha,2014,Đãsửdụng,Null,Exciter,1234,Taycôn/Moto,26.500.000đ
Piaggio,1997,Đãsửdụng,100-175cc,Vespa,36838,Xesố,48.000.000đ
Honda,2021,Đãsửdụng,100-175cc,Vario,10000,Tayga,49.500.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2016,Đãsửdụng,100-175cc,SHMode,12,Tayga,46.000.000đ
Honda,2012,Đãsửdụng,100-175cc,Vision,1,Tayga,13.800.000đ
Honda,2022,Đãsửdụng,100-175cc,WinnerX,3000,Taycôn/Moto,25.000.000đ
Honda,2011,Đãsửdụng,100-175cc,AirBlade,355244,Tayga,14.700.000đ
Honda,2013,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,13.000.000đ
Honda,2017,Đãsửdụng,Null,Cub,20000,Xesố,8.800.000đ
Honda,2022,Đãsửdụng,100-175cc,Wave,1000,Xesố,16.000.000đ
Honda,2021,Đãsửdụng,100-175cc,Vision,12000,Tayga,29.000.000đ
Honda,2018,Đãsửdụng,100-175cc,AirBlade,68000,Tayga,28.000.000đ
Honda,2016,Đãsửdụng,100-175cc,Future,8000,Xesố,17.800.000đ
Suzuki,1996,Đãsửdụng,Null,Sport/Xipo,1234,Taycôn/Moto,25.500.000đ
Piaggio,2019,Đãsửdụng,Trên175cc,GTS,9000,Tayga,119.000.000đ
Honda,2015,Đãsửdụng,100-175cc,SH,21000,Tayga,52.000.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,12345,Xesố,8.900.000đ
Honda,2010,Đãsửdụng,100-175cc,Dream,56789,Xesố,4.000.000đ
Yamaha,2017,Đãsửdụng,100-175cc,Exciter,9000,Taycôn/Moto,47.000.000đ
Hãngkhác,1999,Đãsửdụng,50-100cc,Dòngkhác,12000,Xesố,11.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Suzuki,2016,Đãsửdụng,100-175cc,Sport/Xipo,58000,Taycôn/Moto,27.500.000đ
Honda,2016,Đãsửdụng,Trên175cc,SH,24000,Tayga,63.000.000đ
Suzuki,2001,Đãsửdụng,100-175cc,Viva,500000,Xesố,123.456.789đ
Suzuki,2018,Đãsửdụng,100-175cc,Satria,11000,Xesố,27.500.000đ
Honda,2017,Đãsửdụng,100-175cc,Vision,29,Tayga,23.000.000đ
Piaggio,2019,Đãsửdụng,Trên175cc,GTS,9000,Tayga,119.000.000đ
Honda,2015,Đãsửdụng,100-175cc,SH,21000,Tayga,52.000.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,12345,Xesố,8.900.000đ
Honda,2010,Đãsửdụng,100-175cc,Dream,56789,Xesố,4.000.000đ
Yamaha,2017,Đãsửdụng,100-175cc,Exciter,9000,Taycôn/Moto,47.000.000đ
Hãngkhác,1999,Đãsửdụng,50-100cc,Dòngkhác,12000,Xesố,11.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2019,Đãsửdụng,100-175cc,SH,2000,Tayga,113.900.000đ
Honda,2014,Đãsửdụng,100-175cc,SH,10000,Tayga,66.900.000đ
Honda,2015,Đãsửdụng,100-175cc,AirBlade,11000,Tayga,22.800.000đ
Piaggio,2014,Đãsửdụng,100-175cc,Vespa,5000,Tayga,29.500.000đ
Honda,2013,Đãsửdụng,100-175cc,AirBlade,12000,Tayga,13.800.000đ
Piaggio,2019,Đãsửdụng,Trên175cc,GTS,9000,Tayga,119.000.000đ
Honda,2015,Đãsửdụng,100-175cc,SH,21000,Tayga,52.000.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,12345,Xesố,8.900.000đ
Honda,2010,Đãsửdụng,100-175cc,Dream,56789,Xesố,4.000.000đ
Yamaha,2017,Đãsửdụng,100-175cc,Exciter,9000,Taycôn/Moto,47.000.000đ
Hãngkhác,1999,Đãsửdụng,50-100cc,Dòngkhác,12000,Xesố,11.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
Honda,2020,Đãsửdụng,100-175cc,Vario,1,Tayga,40.500.000đ
Yamaha,2018,Đãsửdụng,Null,Nvx,46000,Tayga,26.000.000đ
Honda,2009,Đãsửdụng,100-175cc,AirBlade,15000,Tayga,12.500.000đ
Honda,2021,Đãsửdụng,100-175cc,AirBlade,1000,Tayga,35.000.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,20.800.000đ
Honda,2022,Đãsửdụng,Null,Cub,750,Xesố,179.900.000đ
Piaggio,2015,Đãsửdụng,100-175cc,Liberty,12000,Tayga,10.500.000đ
Piaggio,2015,Đãsửdụng,100-175cc,Vespa,12000,Tayga,9.500.000đ
Piaggio,2015,Đãsửdụng,100-175cc,Liberty,16000,Tayga,8.600.000đ
Piaggio,2015,Đãsửdụng,Null,Liberty,20000,Tayga,6.800.000đ
Piaggio,2019,Đãsửdụng,Trên175cc,GTS,9000,Tayga,119.000.000đ
Honda,2015,Đãsửdụng,100-175cc,SH,21000,Tayga,52.000.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,12345,Xesố,8.900.000đ
Honda,2010,Đãsửdụng,100-175cc,Dream,56789,Xesố,4.000.000đ
Yamaha,2017,Đãsửdụng,100-175cc,Exciter,9000,Taycôn/Moto,47.000.000đ
Hãngkhác,1999,Đãsửdụng,50-100cc,Dòngkhác,12000,Xesố,11.000.000đ
Honda,2008,Đãsửdụng,100-175cc,AirBlade,84649,Tayga,8.500.000đ
Honda,2020,Đãsửdụng,100-175cc,WinnerX,13000,Taycôn/Moto,17.800.000đ
Piaggio,2014,Đãsửdụng,Null,Vespa,15000,Tayga,6.800.000đ
Yamaha,2015,Đãsửdụng,100-175cc,Exciter,Null,Taycôn/Moto,23.000.000đ
Honda,1981,Đãsửdụng,50-100cc,Cub,100,Xesố,18.500.000đ
Benelli,2017,Đãsửdụng,Null,T15,9000,Taycôn/Moto,16.800.000đ
Honda,2019,Đãsửdụng,100-175cc,Cub,585869,Xesố,3.300.000đ
Yamaha,2013,Đãsửdụng,Null,Sirius,30,Xesố,7.800.000đ
Honda,2019,Đãsửdụng,Null,Winner,1000,Taycôn/Moto,16.500.000đ
